country_code,city,location,lat,lon,pollutant,source_name,unit,value,last_updated,country_label,location_label,value_ugm3,cap_ugm3,above_limit,month,extreme_value,year
TR,Bursa,Bursa - İnegöl-MTHM,40.08089,29.50024,SO2,Turkiye,µg/m³,36.463,2023-05-31T00:00:00Z,Turkey,Bursa,36.463,3000,FALSE,5,TRUE,2023
TR,İzmir,İzmir - Karşıyaka,38.455845,27.109213,NO2,Turkiye,µg/m³,143.19,2023-05-31T00:00:00Z,Turkey,İzmir,143.19,4000,FALSE,5,TRUE,2023
US,HOWARD,Howard County Near R,39.143197,-76.846192,NO2,AirNow,ppm,0.0226,2023-05-30T23:00:00Z,United States,HOWARD,42.52867075664621,4000,FALSE,5,TRUE,2023
JP,NA,金沢市武蔵町１５－１,36.568889,136.658333,NO2,japan-soramame,ppm,0.022,2024-03-10T08:00:00Z,Japan,金沢市武蔵町１５－１,41.399591002044986,4000,FALSE,3,TRUE,2024
US,PONCE,Ponce,18.009556,-66.62725,PM2.5,AirNow,µg/m³,102.8,2022-06-17T12:00:00Z,United States,PONCE,102.8,2000,FALSE,6,TRUE,2022
US,Reno-Sparks,Reno3,39.525082,-119.807716,NO2,AirNow,ppm,0.017,2020-03-03T16:00:00Z,United States,Reno-Sparks,31.990593047034764,4000,FALSE,3,TRUE,2020
US,CA8 - ARB,MMCA81027,41.796305,-123.375371,PM2.5,AirNow,µg/m³,51,2019-11-25T18:00:00Z,United States,CA8 - ARB,51,2000,FALSE,11,TRUE,2019
ZA,City of Johannesburg,Diepkloof-NAQI,-26.250733,27.9564167,CO,South Africa,ppm,2.589,2023-05-25T20:00:00Z,South Africa,City of Johannesburg,2965.966871165644,60000,FALSE,5,TRUE,2023
AU,Traralgon,Traralgon,-38.19428249999999,146.531464,PM2.5,Australia - Victoria,µg/m³,44.87,2023-04-04T21:00:00Z,Australia,Traralgon,44.87,2000,FALSE,4,TRUE,2023
CA,NOVA SCOTIA,JOHNSTON BUILDING -,44.647175,-63.573689,CO,AirNow,ppm,0.7,2024-03-24T17:00:00Z,Canada,NOVA SCOTIA,801.922290388548,60000,FALSE,3,TRUE,2024
DE,Bryan Hellack,NET.DE_UB,48.947611,13.420573,SO2,EEA Germany,µg/m³,3052.62,2020-11-06T05:00:00Z,Germany,Bryan Hellack,3052.62,3000,TRUE,11,FALSE,2020
ES,CCAA Andalucía,NET_ES201A,37.25336,-6.93514,PM2.5,EEA Spain,µg/m³,142.24,2024-01-29T11:00:00Z,Spain,CCAA Andalucía,142.24,2000,FALSE,1,TRUE,2024
JP,NA,岡山市東区西祖１の４及び１の５,34.709722,134.081111,NO2,japan-soramame,ppm,0.011,2024-03-10T08:00:00Z,Japan,岡山市東区西祖１の４及び１の５,20.699795501022493,4000,FALSE,3,TRUE,2024
JP,NA,旭川市６条通９丁目,43.770278,142.364722,NO2,japan-soramame,ppm,0.011,2024-03-10T08:00:00Z,Japan,旭川市６条通９丁目,20.699795501022493,4000,FALSE,3,TRUE,2024
LT,National Air Monitoring Network,NET-LT001A,54.71527862949408,25.28944397,CO,EEA Lithuania,µg/m³,488.96398,2024-03-11T11:00:00Z,Lithuania,National Air Monitoring Network,488.96398,60000,FALSE,3,TRUE,2024
TH,Lampang,"Health Promotion Hospital Sob Pad, Lampang",18.2508166,99.76395,CO,Air4Thai,ppm,992.86,2021-12-27T22:00:00Z,Thailand,Lampang,1137423.664621677,60000,TRUE,12,FALSE,2021
TH,NA,แม่กวง,18.8266136,99.0523185,PM2.5,airgradient,µg/m³,137.75982157389322,2024-03-19T09:00:00Z,Thailand,แม่กวง,137.75982157389322,2000,FALSE,3,TRUE,2024
TR,İstanbul,İstanbul - Sultanbeyli-MTHM,40.98447,29.26881,SO2,Turkiye,µg/m³,44.541,2023-05-31T00:00:00Z,Turkey,İstanbul,44.541,3000,FALSE,5,TRUE,2023
TR,Ordu,Ordu - Fatsa,41.0269746523148,37.5001285472156,SO2,Turkiye,µg/m³,43.741,2023-05-30T10:00:00Z,Turkey,Ordu,43.741,3000,FALSE,5,TRUE,2023
US,Atlanta-Sandy Springs-Marietta,NR-285,33.698611,-84.272608,NO2,AirNow,ppm,0.0323,2023-05-30T23:00:00Z,United States,Atlanta-Sandy Springs-Marietta,60.78212678936606,4000,FALSE,5,TRUE,2023
US,GBU,PM2.5 Mammoth Lakes,37.645769,-118.96657,PM2.5,AirNow,µg/m³,144,2022-06-12T23:00:00Z,United States,GBU,144,2000,FALSE,6,TRUE,2022
MX,Durango,ITD,24.034472222222004,-104.64502777778,CO,Sinaica Mexico,ppm,6.2254,2024-01-01T06:00:00Z,Mexico,Durango,7131.838609406953,60000,FALSE,1,TRUE,2024
MX,NA,Primaria Julián Gascón Mercado,21.509805555556,-104.91018055555999,O3,Sinaica Mexico,ppm,0.5,2021-09-22T17:00:00Z,Mexico,Primaria Julián Gascón Mercado,981.5950920245399,1200,FALSE,9,TRUE,2021
IN,NA,"Mandir Marg, Delhi - DPCC",28.6341,77.2005,CO,CPCB,µg/m³,7500,2018-02-21T16:45:00Z,India,"Mandir Marg, Delhi - DPCC",7500,60000,FALSE,2,TRUE,2018
JP,NA,北九州市八幡西区黒崎三丁目,33.862778,130.768333,NO2,japan-soramame,ppm,0.021,2024-03-10T08:00:00Z,Japan,北九州市八幡西区黒崎三丁目,39.51779141104294,4000,FALSE,3,TRUE,2024
GR,monitoring network of Patra,NET-GR010A,38.253108999999995,21.738179,CO,EEA Greece,µg/m³,2000,2024-03-09T21:00:00Z,Greece,monitoring network of Patra,2000,60000,FALSE,3,TRUE,2024
GR,monitoring network of Central Macedonia Region,NET-GR007A,40.673452999999995,22.893219,SO2,EEA Greece,µg/m³,11,2024-03-08T11:00:00Z,Greece,monitoring network of Central Macedonia Region,11,3000,FALSE,3,TRUE,2024
ES,CCAA País Vasco,NET_ES216A,43.1308,-2.078,NO2,EEA Spain,µg/m³,47,2024-03-11T11:00:00Z,Spain,CCAA País Vasco,47,4000,FALSE,3,TRUE,2024
ES,CCAA Galicia,NET_ES212A,42.353,-7.8778999999999995,PM2.5,EEA Spain,µg/m³,41,2024-01-31T23:00:00Z,Spain,CCAA Galicia,41,2000,FALSE,1,TRUE,2024
ES,NA,Marbella Arco,36.5089258171877,-4.86463053355266,NO2,Andalucia,µg/m³,29,2018-10-12T21:50:00Z,Spain,Marbella Arco,29,4000,FALSE,10,TRUE,2018
CN,NA,监控中心,36.49779999999999,115.9819,PM2.5,ChinaAQIData,µg/m³,31,2021-07-25T08:00:00Z,China,监控中心,31,2000,FALSE,7,TRUE,2021
CZ,National automated monitoring network (SIS),NET-CZ001A,50.07238769531251,14.430672645568848,NO2,EEA Czech Republic,µg/m³,50.9,2024-03-10T06:00:00Z,Czech Republic,National automated monitoring network (SIS),50.9,4000,FALSE,3,TRUE,2024
AU,NA,Lakes Entrance,-37.877235400000004,147.994843,PM2.5,Australia - Victoria,µg/m³,12.4,2020-02-17T22:00:00Z,Australia,Lakes Entrance,12.4,2000,FALSE,2,TRUE,2020
EC,NA,Carapungo,-0.09548,-78.44988,SO2,Quito REMMAQ,ppm,3.3098391104,2021-04-28T23:00:00Z,Ecuador,Carapungo,8673.267558418322,3000,TRUE,4,FALSE,2021
BR,São Paulo,Congonhas,-23.61632008,-46.66346553,NO2,Sao Paulo CETESB,µg/m³,163,2023-04-05T15:00:00Z,Brazil,São Paulo,163,4000,FALSE,4,TRUE,2023
CA,BRITISH COLUMBIA,Kamloops Federal Bui,50.67477,-120.33401599999999,NO2,AirNow,ppm,0.0317,2024-03-25T08:00:00Z,Canada,BRITISH COLUMBIA,59.65304703476482,4000,FALSE,3,TRUE,2024
FR,NA,FR33114,45.2525809994632,6.397014,SO2,EEA France,µg/m³,13.23,2018-01-25T10:00:00Z,France,FR33114,13.23,3000,FALSE,1,TRUE,2018
JP,NA,倉敷市林８７０,34.532778,133.818611,SO2,japan-soramame,ppm,0.005,2024-03-10T08:00:00Z,Japan,倉敷市林８７０,13.102249488752555,3000,FALSE,3,TRUE,2024
JP,NA,倉敷市連島町鶴新田１７０５,34.537778,133.716944,SO2,japan-soramame,ppm,0.005,2024-03-10T08:00:00Z,Japan,倉敷市連島町鶴新田１７０５,13.102249488752555,3000,FALSE,3,TRUE,2024
JP,NA,八戸市売市小待１５０,40.513056,141.481111,NO2,japan-soramame,ppm,0.012,2024-03-08T00:00:00Z,Japan,八戸市売市小待１５０,22.58159509202454,4000,FALSE,3,TRUE,2024
CL,El Bosque,El Bosque,-33.547099645619,-70.666204101852,SO2,Chile - SINCA,µg/m³,91.81,2024-02-29T20:00:00Z,Chile,El Bosque,91.81,3000,FALSE,2,TRUE,2024
CL,NA,Cerrillos,-33.495821530652,-70.704282224178,PM2.5,Chile - SINCA,µg/m³,54,2021-06-29T21:00:00Z,Chile,Cerrillos,54,2000,FALSE,6,TRUE,2021
JP,NA,目黒区青葉台３－６,35.65,139.691667,NO2,japan-soramame,ppm,0.013,2024-03-10T08:00:00Z,Japan,目黒区青葉台３－６,24.463394683026586,4000,FALSE,3,TRUE,2024
CN,NA,市一中,27.2317,111.4733,PM2.5,ChinaAQIData,µg/m³,46,2021-07-19T21:00:00Z,China,市一中,46,2000,FALSE,7,TRUE,2021
CO,NA,Usaquen,4.70939,-74.03199,O3,Bogota,ppm,0.01707284,2022-04-01T05:00:00Z,Colombia,Usaquen,33.51723190184049,1200,FALSE,4,TRUE,2022
US,Muskogee,Ft. Gibson,35.775801,-95.287164,SO2,AirNow,ppm,0.008,2020-08-20T18:00:00Z,United States,Muskogee,20.96359918200409,3000,FALSE,8,TRUE,2020
US,051,Mobile_Newport,48.186411,-117.048876,PM2.5,AirNow,µg/m³,288,2017-09-07T21:00:00Z,United States,051,288,2000,FALSE,9,TRUE,2017
MX,Pesquería,Pesquería,25.790555555556004,-100.07852777778,SO2,Sinaica Mexico,ppm,0.5298999999999999,2024-01-02T22:00:00Z,Mexico,Pesquería,1388.5764008179956,3000,FALSE,1,TRUE,2024
ES,Granollers,Granollers,41.598682,2.2870984,NO2,catalonia-mediambient,µg/m³,56,2024-03-23T03:00:00Z,Spain,Granollers,56,4000,FALSE,3,TRUE,2024
IT,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,NET.IT250A,37.055867000000006,14.297144,SO2,EEA Italy,µg/m³,13.999127,2024-03-11T10:00:00Z,Italy,RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA,13.999127,3000,FALSE,3,TRUE,2024
FI,Satakunta,FI00179,61.3316899995485,22.1433,SO2,EEA Finland,µg/m³,2.6190079,2024-01-29T20:00:00Z,Finland,Satakunta,2.6190079,3000,FALSE,1,TRUE,2024
ES,CCAA Galicia,NET_ES212A,42.99790000000001,-7.5508999999999995,O3,EEA Spain,µg/m³,1,2024-03-11T07:00:00Z,Spain,CCAA Galicia,1,1200,FALSE,3,TRUE,2024
ES,CCAA Galicia,NET_ES212A,42.353,-7.8778999999999995,NO2,EEA Spain,µg/m³,41,2024-03-11T12:00:00Z,Spain,CCAA Galicia,41,4000,FALSE,3,TRUE,2024
FR,NA,FR34018,47.9979271894844,2.71951477537923,PM2.5,EEA France,µg/m³,41.2,2020-03-18T08:00:00Z,France,FR34018,41.2,2000,FALSE,3,TRUE,2020
PT,Lisboa,PT03082,38.738889,-9.2075,CO,EEA Portugal,µg/m³,3232,2023-06-15T05:00:00Z,Portugal,Lisboa,3232,60000,FALSE,6,TRUE,2023
SE,Samverkan för luftövervakning i Västernorrland,NET-SE0012C,63.29137499956939,18.716063,NO2,EEA Sweden,µg/m³,41.6,2024-03-11T12:00:00Z,Sweden,Samverkan för luftövervakning i Västernorrland,41.6,4000,FALSE,3,TRUE,2024
SE,Östra Sveriges Luftvårdsförbund,NET-SE0004C,59.236625999528535,17.836194,NO2,EEA Sweden,µg/m³,60.4,2024-03-07T18:00:00Z,Sweden,Östra Sveriges Luftvårdsförbund,60.4,4000,FALSE,3,TRUE,2024
TR,Aydın,Aydın,37.8546782793403,27.8178725971933,CO,Turkiye,µg/m³,653939,2022-10-26T17:00:00Z,Turkey,Aydın,653939,60000,TRUE,10,FALSE,2022
JP,NA,川崎市川崎区池上町３,35.518056,139.732778,NO2,japan-soramame,ppm,0.011,2024-03-10T08:00:00Z,Japan,川崎市川崎区池上町３,20.699795501022493,4000,FALSE,3,TRUE,2024
JP,NA,広島市西区井口２－１３－１,34.369444,132.386111,NO2,japan-soramame,ppm,0.016,2024-03-04T03:00:00Z,Japan,広島市西区井口２－１３－１,30.108793456032718,4000,FALSE,3,TRUE,2024
JP,NA,玉野市向日比１－４－２５,34.456667,133.934444,SO2,japan-soramame,ppm,0.005,2024-03-10T08:00:00Z,Japan,玉野市向日比１－４－２５,13.102249488752555,3000,FALSE,3,TRUE,2024
NO,NA,Øyekast,59.1292,9.64217,PM2.5,Norway,µg/m³,25.9,2017-02-03T07:00:00Z,Norway,Øyekast,25.9,2000,FALSE,2,TRUE,2017
SK,Banskobystrický kraj,SK0025A,48.6311111494676,20.24028397,PM2.5,EEA Slovakia,µg/m³,113.38,2024-01-29T19:00:00Z,Slovakia,Banskobystrický kraj,113.38,2000,FALSE,1,TRUE,2024
TR,Bursa,Bursa-Gürsu,40.206368336889,29.1879328495529,CO,Turkiye,µg/m³,309858,2022-12-18T12:00:00Z,Turkey,Bursa,309858,60000,TRUE,12,FALSE,2022
TR,Bilecik,Seyyar - 4 (06 DV 9975) - Bilecik - Osmaneli,40.3549999463177,30.0097511008202,CO,Turkiye,µg/m³,1980240,2022-12-28T04:00:00Z,Turkey,Bilecik,1980240,60000,TRUE,12,FALSE,2022
TW,桃園市,Zhongli,24.953278,121.221667,NO2,Taiwan,ppm,0.02,2021-05-17T05:00:00Z,"Taiwan, China",桃園市,37.6359918200409,4000,FALSE,5,TRUE,2021
US,Worcester,Worcester,42.263901,-71.794701,PM2.5,AirNow,µg/m³,37,2023-05-30T23:00:00Z,United States,Worcester,37,2000,FALSE,5,TRUE,2023
JP,NA,備前市東片上７０５－２,34.741667,134.1975,NO2,japan-soramame,ppm,0.011,2024-03-10T08:00:00Z,Japan,備前市東片上７０５－２,20.699795501022493,4000,FALSE,3,TRUE,2024
CN,NA,峄城区政府,34.774499999999996,117.5852,SO2,ChinaAQIData,µg/m³,56,2021-08-09T11:00:00Z,China,峄城区政府,56,3000,FALSE,8,TRUE,2021
CN,NA,大武口黄河东街,39.0153,106.37170000000002,SO2,ChinaAQIData,µg/m³,114,2020-12-31T16:00:00Z,China,大武口黄河东街,114,3000,FALSE,12,TRUE,2020
AT,Steiermark,AT60142,47.3755555550207,15.0745,CO,EEA Austria,µg/m³,2107.6021100000003,2024-01-29T18:00:00Z,Austria,Steiermark,2107.6021100000003,60000,FALSE,1,TRUE,2024
US,FRA,MMFRA1001,39.396479,-121.143923,PM2.5,AirNow,µg/m³,339,2020-09-12T18:00:00Z,United States,FRA,339,2000,FALSE,9,TRUE,2020
US,037,Mobile_Cle Elum,47.200903,-120.952542,PM2.5,AirNow,µg/m³,68,2017-09-02T18:00:00Z,United States,037,68,2000,FALSE,9,TRUE,2017
ZA,Alfred Nzo,Luka,-25.5077634717075,27.1838594119125,SO2,South Africa,ppm,0.031626,2022-08-04T19:00:00Z,South Africa,Alfred Nzo,82.87434846625766,3000,FALSE,8,TRUE,2022
HR,Državna mreža za trajno praćenje kvalitete zraka,HR_DOC_TYPE_D_NET_58,43.50416666666666,16.453333333333333,O3,EEA Croatia,µg/m³,0,2024-02-08T16:00:00Z,Croatia,Državna mreža za trajno praćenje kvalitete zraka,0,1200,FALSE,2,TRUE,2024
IN,NA,"Adarsh Nagar, Jaipur - RSPCB",26.902908999999998,75.836858,NO2,caaqm,µg/m³,136.52,2022-10-31T02:00:00Z,India,"Adarsh Nagar, Jaipur - RSPCB",136.52,4000,FALSE,10,TRUE,2022
IN,NA,"Gyaspur, Ahmedabad - IITM",22.977134000000003,72.553024,CO,caaqm,µg/m³,9510,2022-07-07T08:45:00Z,India,"Gyaspur, Ahmedabad - IITM",9510,60000,FALSE,7,TRUE,2022
IN,NA,Collectorate - Gaya - BSPCB,24.7489694,84.9438395,O3,CPCB,µg/m³,131.2,2018-02-22T03:00:00Z,India,Collectorate - Gaya - BSPCB,131.2,1200,FALSE,2,TRUE,2018
